#DataThief /Users/olmo/Desktop/Screen Shot 2020-04-08 at 13.17.51.png Wednesday 8-Apr-2020 3:59:34 PM
0.2964, 12.8171
0.3562, 12.4173
0.4776, 12.1317
0.6547, 12.2079
0.9053, 12.5314
1.3136, 12.9504
1.7849, 13.3312
2.3214, 13.6739
3.4281, 14.169
4.4389, 14.4546
5.6481, 14.7591
8.1242, 15.121
10.612, 15.3304
14.2932, 15.5589
18.67, 15.7303
